index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.afr.com/street-talk/ord-minnett-deva-stated-shaws-poaches-private-wealth-boss-20221201-p5c2w7,https://www.afr.com/street-talk/ord-minnett-deva-stated-shaws-poaches-private-wealth-boss-20221201-p5c2w7,0,www.afr.com,"Ord Minnett Deva-stated, Shaws poaches private wealth boss - The Australian Financial Review",Shaw and Partners has pulled off a big coup in the world of Australian stockbrokers and wealth managers.,https://static.ffx.io/images/$zoom_1.0605%2C$multiply_1%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_0/t_crop_custom/c_scale%2Cw_800%2Cq_88%2Cf_jpg/t_afr_no_label_no_age_social_wm/a56c3f4fb0d116c1be4efad2b97bb64b4501e388,2022-12-01T03:48:00Z,,"Shaw and Partners has pulled off a big coup in the world of Australian stockbrokers and wealth managers, poaching a senior operative from rival Ord Minnett.
Street Talk.  Tanya Lake
It is understoo… [+762 chars]",,en,'poaching'
https://www.ibtimes.com/french-fishing-ban-unites-fishermen-biodiversity-activists-3642149,https://www.ibtimes.com/french-fishing-ban-unites-fishermen-biodiversity-activists-3642149,0,www.ibtimes.com,"French Fishing Ban Unites Fishermen, Biodiversity Activists","French fishing ban unites fishermen, biodiversity activists",https://d.ibtimes.com/en/full/4389152/its-not-often-that-fishermen-conservationists-see-eye-eye.jpg,2022-12-01T03:21:32Z,,"It's not often that fishermen and conservationists see eye to eye
A local fishing ban off the southern French coast has won praise from environmentalists and fishermen alike, a rare example of biodi… [+3638 chars]",,en,'poaching'
https://www.france24.com/en/live-news/20221201-french-fishing-ban-unites-fishermen-biodiversity-activists,https://www.france24.com/en/live-news/20221201-french-fishing-ban-unites-fishermen-biodiversity-activists,0,www.france24.com,"French fishing ban unites fishermen, biodiversity activists","Almost two decades after the ban, Cap Roux, a coastal tip of the Esterel mountain range near the resort of Saint-Raphael on the Mediterranean coast, is a biodiversity haven. 

It stands in stark contrast to many other places on the Cote d'Azur where unbridled…",https://s.france24.com/media/display/17e89c0e-7127-11ed-a28a-005056bf30b7/w:1280/p:16x9/923fdd888869c92e6e305e43abb536b7da0a63e1.jpg,2022-12-01T03:20:24Z,,"Saint-Raphael (France) (AFP) A local fishing ban off the southern French coast has won praise from environmentalists and fishermen alike, a rare example of biodiversity protection dovetailing with bu… [+3446 chars]",,en,'poaching'
https://www.ibtimes.com/indias-bishnoi-community-original-eco-warriors-3642135,https://www.ibtimes.com/indias-bishnoi-community-original-eco-warriors-3642135,0,www.ibtimes.com,"India's Bishnoi Community, The Original Eco-warriors","India's Bishnoi community, the original eco-warriors",https://d.ibtimes.com/en/full/4389141/ghevar-ram-member-indias-bishnoi-community-bottle-feeds-milk-fawn-animal-rescue-centre.jpg,2022-12-01T02:57:39Z,,"Ghevar Ram, a member of India's Bishnoi community, bottle feeds milk to a fawn at an animal rescue centre in Khejarli
Surrounded by deer and antelopes, Ghevar Ram caressed an injured fawn at a rescu… [+3692 chars]",,en,'poaching'
https://www.france24.com/en/live-news/20221201-india-s-bishnoi-community-the-original-eco-warriors,https://www.france24.com/en/live-news/20221201-india-s-bishnoi-community-the-original-eco-warriors,0,www.france24.com,"India's Bishnoi community, the original eco-warriors","Ram, a member of the Hindu sect, has devoted his life to animals, bringing those in distress to the centre and taking care of them until they are fit enough to be released back into the wild.

""I treat animals like my own children. This is what we are taught …",https://s.france24.com/media/display/2d5a2a3e-7123-11ed-bf88-005056bfb2b6/w:1280/p:16x9/194802dd1aef82361b89e5a85b502a60e4b1d4b0.jpg,2022-12-01T02:52:22Z,,"Khejarli (India) (AFP) Surrounded by deer and antelopes, Ghevar Ram caressed an injured fawn at a rescue centre run by India's Bishnoi community, who have been fighting to protect the environment for… [+3422 chars]",,en,'poaching'
https://e.vnexpress.net/news/football/dark-horses-denmark-exit-world-cup-as-attack-fails-to-fire-4542622.html,https://e.vnexpress.net/news/football/dark-horses-denmark-exit-world-cup-as-attack-fails-to-fire-4542622.html,0,e.vnexpress.net,Dark horses Denmark exit World Cup as attack fails to fire - VnExpress International,"Denmark's remarkable run in international football ended with a whimper as they exited the World Cup at the first hurdle after failing to recreate their free-scoring qualifying form, netting only one goal in three games.",https://vcdn-english.vnecdn.net/2022/12/01/jqzyevztzzkqbcw6wdrlz5htja-166-3722-5026-1669851816_1200x0.jpg,2022-12-01T00:39:35Z,,"They rattled in 30 goals in 10 World Cup qualifiers, winning nine straight games to book their spot in Qatar, but once they got there, the wheels came off as the rest of the world found ways to blunt… [+1299 chars]",,en,'poaching'
https://www.theguardian.com/environment/2022/dec/01/lost-and-found-borneo-black-browed-babbler-bird-aoe,https://www.theguardian.com/environment/2022/dec/01/lost-and-found-borneo-black-browed-babbler-bird-aoe,0,www.theguardian.com,Lost and found: twitchers delight at sweet song of the black-browed babbler,"Since the bird was ‘rediscovered’ by accident in Borneo in 2020, ornithologists have returned to study the melodious species last documented more than 170 years agoFor more than 170 years, and despite its name, scientists and birdwatchers heard no babbling, c…",https://i.guim.co.uk/img/media/326840b809f74b29977e0960538733bd88a01394/0_109_3711_2227/master/3711.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=4ec083b3cbb17d62e478a89f4f682303,2022-12-01T16:00:50Z,https://web.archive.org/web/20221201162237/https://www.theguardian.com/environment/2022/dec/01/lost-and-found-borneo-black-browed-babbler-bird-aoe,"For more than 170 years, and despite its name, scientists and birdwatchers heard no babbling, chirping, tweeting or any other sounds from the black-browed babbler. The bird was long assumed to be ext… [+4654 chars]",,en,'rare species'
https://www.nature.com/articles/s41598-022-24896-x,https://www.nature.com/articles/s41598-022-24896-x,0,www.nature.com,Substrate and low intensity fires influence bacterial communities in longleaf pine savanna,Scientific Reports - Substrate and low intensity fires influence bacterial communities in longleaf pine savanna,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41598-022-24896-x/MediaObjects/41598_2022_24896_Fig1_HTML.png,2022-12-03T00:00:00Z,,"<li>Buisson, E., Archibald, S., Fidelis, A. &amp; Suding, K. N. Ancient grasslands guide ambitious goals in grassland restoration. Science377, 594598. https://doi.org/10.1126/science.abo4605 (2022).… [+22482 chars]",,en,'rare species'
https://www.newsweek.com/warning-extremely-rare-white-bald-eagle-oklahoma-1763933,https://www.newsweek.com/warning-extremely-rare-white-bald-eagle-oklahoma-1763933,0,www.newsweek.com,Warning for Extremely Rare White Bald Eagle Filmed in Oklahoma,The eagle was filmed sitting in a tree at an undisclosed location. It is feared bird watchers may attempt to crowd the bird if it is given out.,https://d.newsweek.com/en/full/2158149/leucistic-eagles.jpg,2022-12-01T16:45:05Z,https://web.archive.org/web/20221201165236/https://www.newsweek.com/warning-extremely-rare-white-bald-eagle-oklahoma-1763933,"An extremely rare white bald eagle has been filmed in Oklahoma, raising concerns that people will attempt to crowd it.
In the video, taken by bird observer Justin Briley, the all-white eagle can be … [+2384 chars]",,en,'rare species'
https://elifesciences.org/articles/83893,https://elifesciences.org/articles/83893,0,elifesciences.org,Evidence linking APOBEC3B genesis and evolution of innate immune antagonism by gamma-herpesvirus ribonucleotide reductases,"Viruses have evolved diverse mechanisms to antagonize host immunity such as direct inhibition and relocalization of cellular APOBEC3B (A3B) by the ribonucleotide reductase (RNR) of Epstein-Barr virus. Here, we investigate the mechanistic conservation and evol…",https://elifesciences.org/assets/images/social/icon-600x600@1.75dbe4c9.png,2022-12-02T00:00:00Z,,"<li><ol><li>Evolutionary Biology</li><li>Neuroscience</li></ol>
The evolution of human right-handedness has been intensively debated for decades. Manual lateralization patterns in non-human primates… [+4595 chars]",,en,'rare species'
https://elifesciences.org/articles/77875,https://elifesciences.org/articles/77875,0,elifesciences.org,The evolution and biological correlates of hand preferences in anthropoid primates,"The evolution of human right-handedness has been intensively debated for decades. Manual lateralization patterns in non-human primates have the potential to elucidate evolutionary determinants of human handedness, but restricted species samples and inconsiste…",https://elifesciences.org/assets/images/social/icon-600x600@1.75dbe4c9.png,2022-12-01T00:00:00Z,https://web.archive.org/web/20221201194457/https://elifesciences.org/articles/77875,"Decision letter after peer review:
Thank you for submitting your article ""The evolution and biological correlates of hand preferences in anthropoid primates"" for consideration by eLife. Your article… [+22159 chars]",,en,'rare species'
